Token	POS-Tag	OOV	Id	Index	Granularidade	Documento
financiamento	NOUN	0	16	19	0	O Ministério da Ciência e Tecnologia anunciou a aprovação de 150 projetos de pesquisa em energia renovável , com financiamento total de 500 milhões de reais . Os projetos abrangem energia solar , eólica , de biomassa e de maré .
total	ADJ	0	16	20	0	O Ministério da Ciência e Tecnologia anunciou a aprovação de 150 projetos de pesquisa em energia renovável , com financiamento total de 500 milhões de reais . Os projetos abrangem energia solar , eólica , de biomassa e de maré .
de	ADP	0	16	21	0	O Ministério da Ciência e Tecnologia anunciou a aprovação de 150 projetos de pesquisa em energia renovável , com financiamento total de 500 milhões de reais . Os projetos abrangem energia solar , eólica , de biomassa e de maré .
500	NUM	0	16	22	0	O Ministério da Ciência e Tecnologia anunciou a aprovação de 150 projetos de pesquisa em energia renovável , com financiamento total de 500 milhões de reais . Os projetos abrangem energia solar , eólica , de biomassa e de maré .
milhões	NUM	0	16	23	0	O Ministério da Ciência e Tecnologia anunciou a aprovação de 150 projetos de pesquisa em energia renovável , com financiamento total de 500 milhões de reais . Os projetos abrangem energia solar , eólica , de biomassa e de maré .
de	ADP	0	16	24	0	O Ministério da Ciência e Tecnologia anunciou a aprovação de 150 projetos de pesquisa em energia renovável , com financiamento total de 500 milhões de reais . Os projetos abrangem energia solar , eólica , de biomassa e de maré .
reais	NOUN	0	16	25	0	O Ministério da Ciência e Tecnologia anunciou a aprovação de 150 projetos de pesquisa em energia renovável , com financiamento total de 500 milhões de reais . Os projetos abrangem energia solar , eólica , de biomassa e de maré .
.	PUNCT	0	16	26	0	O Ministério da Ciência e Tecnologia anunciou a aprovação de 150 projetos de pesquisa em energia renovável , com financiamento total de 500 milhões de reais . Os projetos abrangem energia solar , eólica , de biomassa e de maré .
Os	DET	0	16	27	0	O Ministério da Ciência e Tecnologia anunciou a aprovação de 150 projetos de pesquisa em energia renovável , com financiamento total de 500 milhões de reais . Os projetos abrangem energia solar , eólica , de biomassa e de maré .
projetos	NOUN	0	16	28	0	O Ministério da Ciência e Tecnologia anunciou a aprovação de 150 projetos de pesquisa em energia renovável , com financiamento total de 500 milhões de reais . Os projetos abrangem energia solar , eólica , de biomassa e de maré .
abrangem	VERB	1	16	29	0	O Ministério da Ciência e Tecnologia anunciou a aprovação de 150 projetos de pesquisa em energia renovável , com financiamento total de 500 milhões de reais . Os projetos abrangem energia solar , eólica , de biomassa e de maré .
energia	NOUN	0	16	30	0	O Ministério da Ciência e Tecnologia anunciou a aprovação de 150 projetos de pesquisa em energia renovável , com financiamento total de 500 milhões de reais . Os projetos abrangem energia solar , eólica , de biomassa e de maré .
solar	ADJ	0	16	31	0	O Ministério da Ciência e Tecnologia anunciou a aprovação de 150 projetos de pesquisa em energia renovável , com financiamento total de 500 milhões de reais . Os projetos abrangem energia solar , eólica , de biomassa e de maré .
,	PUNCT	0	16	32	0	O Ministério da Ciência e Tecnologia anunciou a aprovação de 150 projetos de pesquisa em energia renovável , com financiamento total de 500 milhões de reais . Os projetos abrangem energia solar , eólica , de biomassa e de maré .
eólica	ADJ	1	16	33	0	O Ministério da Ciência e Tecnologia anunciou a aprovação de 150 projetos de pesquisa em energia renovável , com financiamento total de 500 milhões de reais . Os projetos abrangem energia solar , eólica , de biomassa e de maré .
,	PUNCT	0	16	34	0	O Ministério da Ciência e Tecnologia anunciou a aprovação de 150 projetos de pesquisa em energia renovável , com financiamento total de 500 milhões de reais . Os projetos abrangem energia solar , eólica , de biomassa e de maré .
de	ADP	0	16	35	0	O Ministério da Ciência e Tecnologia anunciou a aprovação de 150 projetos de pesquisa em energia renovável , com financiamento total de 500 milhões de reais . Os projetos abrangem energia solar , eólica , de biomassa e de maré .
biomassa	NOUN	1	16	36	0	O Ministério da Ciência e Tecnologia anunciou a aprovação de 150 projetos de pesquisa em energia renovável , com financiamento total de 500 milhões de reais . Os projetos abrangem energia solar , eólica , de biomassa e de maré .
e	CCONJ	0	16	37	0	O Ministério da Ciência e Tecnologia anunciou a aprovação de 150 projetos de pesquisa em energia renovável , com financiamento total de 500 milhões de reais . Os projetos abrangem energia solar , eólica , de biomassa e de maré .
de	ADP	0	16	38	0	O Ministério da Ciência e Tecnologia anunciou a aprovação de 150 projetos de pesquisa em energia renovável , com financiamento total de 500 milhões de reais . Os projetos abrangem energia solar , eólica , de biomassa e de maré .
maré	NOUN	1	16	39	0	O Ministério da Ciência e Tecnologia anunciou a aprovação de 150 projetos de pesquisa em energia renovável , com financiamento total de 500 milhões de reais . Os projetos abrangem energia solar , eólica , de biomassa e de maré .
.	PUNCT	0	16	40	0	O Ministério da Ciência e Tecnologia anunciou a aprovação de 150 projetos de pesquisa em energia renovável , com financiamento total de 500 milhões de reais . Os projetos abrangem energia solar , eólica , de biomassa e de maré .
15	['DET', 'PROPN', 'ADP', 'PROPN', 'CCONJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NUM', 'NUM', 'ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]	16	15	1	O Ministério da Ciência e Tecnologia anunciou a aprovação de 150 projetos de pesquisa em energia renovável , com financiamento total de 500 milhões de reais . Os projetos abrangem energia solar , eólica , de biomassa e de maré .
Cientistas	NOUN	1	17	0	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
da	ADP	0	17	1	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
Universidade	PROPN	0	17	2	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
Federal	PROPN	0	17	3	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
de	ADP	0	17	4	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
Minas	PROPN	0	17	5	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
Gerais	PROPN	0	17	6	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
identificaram	VERB	1	17	7	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
uma	DET	0	17	8	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
molécula	NOUN	0	17	9	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
presente	ADJ	0	17	10	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
na	ADP	0	17	11	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
casca	NOUN	0	17	12	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
de	ADP	0	17	13	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
açaí	NOUN	1	17	14	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
com	ADP	0	17	15	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
propriedades	NOUN	0	17	16	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
anti-inflamatórias	ADJ	1	17	17	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
10	NUM	0	17	18	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
vezes	NOUN	0	17	19	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
mais	ADV	0	17	20	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
potentes	ADJ	1	17	21	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
que	SCONJ	0	17	22	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
o	DET	0	17	23	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
ibuprofeno	NOUN	1	17	24	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
.	PUNCT	0	17	25	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
Os	DET	0	17	26	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
testes	NOUN	0	17	27	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
em	ADP	0	17	28	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
camundongos	NOUN	1	17	29	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
mostraram	VERB	0	17	30	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
resultados	NOUN	0	17	31	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
promissores	ADJ	1	17	32	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
sem	ADP	0	17	33	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
efeitos	NOUN	0	17	34	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
colaterais	ADJ	1	17	35	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
significativos	ADJ	0	17	36	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
.	PUNCT	0	17	37	0	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
16	['NOUN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'NUM', 'NOUN', 'ADV', 'ADJ', 'SCONJ', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'PUNCT']	[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]	17	16	1	Cientistas da Universidade Federal de Minas Gerais identificaram uma molécula presente na casca de açaí com propriedades anti-inflamatórias 10 vezes mais potentes que o ibuprofeno . Os testes em camundongos mostraram resultados promissores sem efeitos colaterais significativos .
O	DET	0	18	0	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
Instituto	PROPN	0	18	1	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
de	ADP	0	18	2	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
Astronomia	PROPN	1	18	3	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
,	PUNCT	0	18	4	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
Geofísica	PROPN	1	18	5	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
e	CCONJ	0	18	6	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
Ciências	PROPN	0	18	7	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
Atmosféricas	PROPN	1	18	8	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
da	ADP	0	18	9	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
USP	PROPN	0	18	10	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
detectou	VERB	1	18	11	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
um	DET	0	18	12	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
asteroide	NOUN	1	18	13	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
com	ADP	0	18	14	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
diâmetro	NOUN	0	18	15	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
estimado	VERB	0	18	16	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
de	ADP	0	18	17	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
200	NUM	0	18	18	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
metros	NOUN	0	18	19	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
que	PRON	0	18	20	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
passará	VERB	1	18	21	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
próximo	ADV	0	18	22	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
à	ADP	0	18	23	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
Terra	PROPN	0	18	24	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
em	ADP	0	18	25	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
2031	NUM	1	18	26	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
.	PUNCT	0	18	27	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
Os	DET	0	18	28	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
cientistas	NOUN	0	18	29	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
garantem	VERB	1	18	30	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
que	SCONJ	0	18	31	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
não	ADV	0	18	32	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
há	VERB	0	18	33	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
risco	NOUN	0	18	34	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
de	ADP	0	18	35	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
colisão	NOUN	0	18	36	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
,	PUNCT	0	18	37	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
mas	CCONJ	0	18	38	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
o	DET	0	18	39	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
objeto	NOUN	0	18	40	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
será	AUX	0	18	41	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
monitorado	VERB	1	18	42	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
continuamente	ADV	0	18	43	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
.	PUNCT	0	18	44	0	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
